mol_id,E_HF,E_LNOMP2,E_LNOCCSD,E_LNOCCSDT,corr_MP2,corr_CCSD,corr_CCSDT,delta_MP2_to_CCSDT,mu,alpha,homo,lumo,gap,r2,mol_weight,atomic_numbers
200,-299.711653294513,-300.606108442032,-300.632342415382,-300.665407061718,-0.894455147519011,-0.9206891208690422,-0.9537537672050008,-0.0592986196859897,2.18,43.23,-0.2051,0.0505,0.2555,445.8144,84.07760000000002,"[8, 6, 7, 6, 6, 7, 1, 1, 1, 1]"
201,-247.868025689249,-248.705112261925,-248.748814916788,-248.781791571093,-0.837086572675986,-0.8807892275389975,-0.9137658818440002,-0.0766793091680142,1.6978,55.32,-0.1982,0.0533,0.2515,528.9258,81.11730000000004,"[6, 6, 6, 7, 6, 6, 1, 1, 1, 1, 1, 1, 1]"
202,-263.878071808029,-264.739489596817,-264.776849338343,-264.810940217977,-0.8614177887880032,-0.8987775303140211,-0.9328684099480142,-0.071450621160011,3.3147,51.32,-0.2157,0.0376,0.2533,500.6403,82.10540000000005,"[6, 6, 6, 7, 6, 7, 1, 1, 1, 1, 1, 1]"
203,-267.684294231005,-268.532509896968,-268.573773664644,-268.606570234957,-0.8482156659629823,-0.8894794336389964,-0.9222760039519926,-0.0740603379890103,0.8398,51.11,-0.2183,0.025,0.2434,512.5694,82.10140000000004,"[6, 6, 6, 8, 6, 6, 1, 1, 1, 1, 1, 1]"
204,-283.695976473992,-284.568888484834,-284.603822230404,-284.63767172928,-0.8729120108420148,-0.9078457564119732,-0.941695255287982,-0.0687832444459672,1.3204,47.12,-0.2395,0.0074,0.2468,485.0096,83.08950000000004,"[6, 6, 6, 8, 6, 7, 1, 1, 1, 1, 1]"
205,-263.857353774445,-264.718334319035,-264.755184501947,-264.788421619961,-0.8609805445900065,-0.8978307275019688,-0.9310678455159972,-0.0700873009259908,1.8044,51.67,-0.1741,0.0558,0.2299,500.1351,82.10540000000003,"[7, 6, 6, 7, 6, 6, 1, 1, 1, 1, 1, 1]"
206,-279.871521396939,-280.756569499624,-280.787039656892,-280.821326158714,-0.8850481026850048,-0.9155182599529894,-0.949804761774999,-0.0647566590899941,3.0074,47.82,-0.1849,0.0391,0.2241,471.183,83.09350000000003,"[7, 6, 6, 7, 6, 7, 1, 1, 1, 1, 1]"
207,-283.673999396649,-284.545941464315,-284.580477319458,-284.613411531546,-0.8719420676659979,-0.9064779228090174,-0.9394121348969976,-0.0674700672309995,1.7218,47.62,-0.1947,0.029,0.2237,483.7409,83.08950000000003,"[7, 6, 6, 8, 6, 6, 1, 1, 1, 1, 1]"
208,-299.689293279989,-300.585619625339,-300.613628294154,-300.647706052472,-0.896326345350019,-0.924335014165024,-0.9584127724830296,-0.0620864271330106,1.6737,43.75,-0.2057,0.0107,0.2164,455.3577,84.07760000000003,"[7, 6, 6, 8, 6, 7, 1, 1, 1, 1]"
209,-283.685329021769,-284.559990847648,-284.591455901957,-284.624093818083,-0.8746618258790022,-0.9061268801879692,-0.9387647963139898,-0.0641029704349875,1.6811,47.51,-0.1864,0.05,0.2364,480.4033,83.08950000000003,"[8, 6, 6, 7, 6, 6, 1, 1, 1, 1, 1]"
210,-299.703136716776,-300.602106775076,-300.627047785221,-300.660779723704,-0.8989700582999944,-0.9239110684450224,-0.9576430069280376,-0.0586729486280432,2.8207,43.71,-0.2006,0.0315,0.2321,450.9127,84.07760000000003,"[8, 6, 6, 7, 6, 7, 1, 1, 1, 1]"
211,-319.518611877227,-320.429347431592,-320.451771537461,-320.485408822662,-0.9107355543650328,-0.9331596602340256,-0.9667969454350214,-0.0560613910699885,0.4508,39.79,-0.2242,0.001,0.2252,435.5044,85.06170000000003,"[8, 6, 6, 8, 6, 7, 1, 1, 1]"
213,-263.86699784713,-264.728710342972,-264.766103733083,-264.800500753154,-0.8617124958420277,-0.8991058859530199,-0.933502906023989,-0.0717904101819613,3.9054,51.11,-0.2216,0.0324,0.2541,488.8221,82.10540000000003,"[6, 7, 6, 6, 7, 6, 1, 1, 1, 1, 1, 1]"
214,-230.721741250368,-231.502317136463,-231.543416470904,-231.577889055795,-0.7805758860949936,-0.8216752205359796,-0.8561478054269855,-0.0755719193319919,0.0,57.28,-0.2475,0.0029,0.2503,456.6788,78.11340000000003,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1]"
215,-246.7146788649,-247.520264367636,-247.555128638169,-247.59078717234,-0.8055855027359939,-0.8404497732690004,-0.8761083074399778,-0.0705228047039838,2.1103,53.03,-0.2518,-0.0225,0.2293,432.2254,79.10150000000003,"[6, 6, 6, 7, 6, 6, 1, 1, 1, 1, 1]"
216,-262.702584639139,-263.535383202017,-263.563397822351,-263.600473087408,-0.832798562877997,-0.8608131832120307,-0.8978884482689864,-0.0650898853909893,0.0,49.2,-0.2493,-0.0511,0.1982,408.933,80.08960000000002,"[6, 6, 7, 6, 6, 7, 1, 1, 1, 1]"
217,-262.713116382012,-263.541294198786,-263.570826264379,-263.607695779627,-0.8281778167739731,-0.8577098823669758,-0.8945793976150185,-0.0664015808410454,2.2031,48.47,-0.2531,-0.0415,0.2116,408.2875,80.08960000000002,"[6, 6, 7, 6, 7, 6, 1, 1, 1, 1]"
218,-278.716655310954,-279.565515485855,-279.590361203765,-279.628309233351,-0.848860174900949,-0.8737058928109604,-0.9116539223969652,-0.0627937474960163,0.0001,43.74,-0.2768,-0.0554,0.2214,384.8085,81.07770000000002,"[6, 7, 6, 7, 6, 7, 1, 1, 1]"
219,-232.986068342673,-233.814998817974,-233.881444337471,-233.911494934325,-0.8289304753009787,-0.8953759947980018,-0.9254265916519842,-0.0964961163510054,0.6082,62.05,-0.2585,0.0629,0.3214,624.7654,82.14500000000005,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
220,-249.050416485919,-249.904369133174,-249.963843759465,-249.994463492689,-0.8539526472549994,-0.9134272735460058,-0.9440470067700062,-0.0900943595150067,3.9525,56.9,-0.3156,0.0438,0.3594,602.0353,83.13310000000006,"[6, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
221,-265.043201629577,-265.920888429327,-265.973855263148,-266.004779176717,-0.8776867997499949,-0.9306536335709552,-0.9615775471399955,-0.0838907473900008,2.8519,53.67,-0.2675,0.0349,0.3024,580.9124,84.12120000000006,"[6, 6, 6, 7, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1]"
222,-268.806216297447,-269.670288542106,-269.72529393593,-269.754742410327,-0.8640722446589848,-0.9190776384829746,-0.9485261128800176,-0.0844538682210327,1.7721,54.93,-0.2589,0.0425,0.3014,587.1297,84.11720000000005,"[6, 6, 6, 8, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
223,-284.868250928566,-285.757976707941,-285.805913635576,-285.836033260552,-0.8897257793749986,-0.93766270701002,-0.9677823319859726,-0.078056552610974,4.8465,49.98,-0.2931,0.0216,0.3148,564.648,85.10530000000006,"[6, 6, 6, 8, 6, 7, 1, 1, 1, 1, 1, 1, 1]"
224,-270.042008191536,-270.931228936036,-270.997400577907,-271.026234212061,-0.889220744499994,-0.9553923863709884,-0.984226020525,-0.0950052760250059,2.5692,56.92,-0.247,-0.0179,0.2291,611.1634,86.13300000000005,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
225,-305.866579624646,-306.789472514604,-306.844286716528,-306.872447849555,-0.92289288995795,-0.977707091881996,-1.0058682249089657,-0.0829753349510156,2.8176,49.7,-0.2523,-0.0258,0.2265,570.0556,88.10520000000005,"[6, 6, 6, 8, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
226,-271.204899455313,-272.119045283339,-272.194869220815,-272.22147063425,-0.914145828025994,-0.9899697655019964,-1.016571178936999,-0.1024253509110053,1.3469,59.72,-0.2638,0.0725,0.3363,650.4504,88.14880000000007,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
227,-307.032721255126,-307.980355848735,-308.044674314288,-308.070618402635,-0.9476345936089956,-1.0119530591620105,-1.0378971475089998,-0.0902625539000041,0.1987,52.67,-0.2619,0.0727,0.3346,609.3369,90.12100000000008,"[6, 6, 6, 8, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
228,-235.381129140538,-236.26064728977,-236.348392884585,-236.375685257014,-0.8795181492319841,-0.9672637440469884,-0.9945561164759908,-0.1150379672440067,0.0414,66.63,-0.3031,0.0748,0.378,704.4105,86.17660000000008,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
229,-271.210467949737,-272.123608932423,-272.199794181979,-272.226448995222,-0.9131409826860022,-0.9893262322419788,-1.0159810454849776,-0.1028400627989754,1.3435,59.74,-0.2601,0.0658,0.3259,660.7696,88.14880000000007,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
230,-271.194266155792,-272.104474969207,-272.182110840007,-272.209047447622,-0.9102088134150108,-0.9878446842150196,-1.0147812918300474,-0.1045724784150365,1.0896,60.03,-0.2455,0.079,0.3245,644.1742,88.14880000000007,"[6, 8, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
231,-267.655868529463,-268.492537353808,-268.537123915028,-268.568931507975,-0.8366688243449971,-0.881255385564998,-0.9130629785119596,-0.0763941541669623,3.5644,56.61,-0.2532,-0.0449,0.2082,786.3721,82.10140000000003,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
232,-283.673172245486,-284.534562597757,-284.56997865669,-284.602068242546,-0.8613903522709734,-0.8968064112040111,-0.9288959970600104,-0.0675056447890369,4.0759,52.6,-0.2502,-0.016,0.2342,756.8071,83.08950000000003,"[6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1]"
233,-232.995520683675,-233.818764977614,-233.886145797602,-233.915645635661,-0.8232442939389841,-0.8906251139270012,-0.9201249519859972,-0.0968806580470129,0.1156,65.24,-0.2404,0.0633,0.3036,861.2875,82.14500000000005,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
234,-268.815688446099,-269.675378643921,-269.730716199114,-269.759896442986,-0.859690197822033,-0.9150277530150106,-0.9442079968870304,-0.0845177990649972,1.89,57.94,-0.2492,0.0416,0.2908,819.2949,84.11720000000004,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
235,-267.649708738387,-268.484949575317,-268.531272880453,-268.56244570074,-0.8352408369299837,-0.8815641420659972,-0.9127369623529944,-0.0774961254230106,2.2729,51.94,-0.246,-0.0185,0.2275,636.8813,82.10140000000003,"[6, 6, 8, 6, 6, 6, 1, 1, 1, 1, 1, 1]"
236,-283.709415396828,-284.571639910056,-284.610719886562,-284.642493497759,-0.862224513228,-0.9013044897340023,-0.9330781009310272,-0.0708535877030271,5.6789,47.48,-0.274,-0.037,0.237,640.5669,83.08950000000003,"[6, 6, 8, 6, 6, 7, 1, 1, 1, 1, 1]"
237,-283.665594365175,-284.525142007694,-284.562520852714,-284.593942523889,-0.8595476425189759,-0.8969264875389626,-0.928348158713959,-0.0688005161949831,3.7732,48.37,-0.2498,0.0244,0.2742,627.6953,83.08950000000003,"[7, 6, 8, 6, 6, 6, 1, 1, 1, 1, 1]"
238,-299.726609588983,-300.613727264015,-300.643406454457,-300.675615049431,-0.8871176750319592,-0.916796865473998,-0.9490054604479496,-0.0618877854159904,6.7117,43.68,-0.2741,0.0051,0.2792,603.7082,84.07760000000003,"[7, 6, 8, 6, 6, 7, 1, 1, 1, 1]"
239,-300.88921320076,-301.797475183191,-301.839570106345,-301.871209523465,-0.908261982430986,-0.950356905584954,-0.9819963227049584,-0.0737343402739725,0.9105,50.18,-0.2611,-0.0177,0.2434,587.7789,86.09340000000003,"[6, 6, 7, 7, 6, 8, 1, 1, 1, 1, 1, 1]"
240,-320.711096187238,-321.631477112024,-321.669134930371,-321.700181745597,-0.9203809247860022,-0.9580387431329882,-0.9890855583589656,-0.0687046335729633,4.0954,45.3,-0.2723,-0.0251,0.2472,632.4706,87.07750000000003,"[6, 6, 7, 8, 6, 8, 1, 1, 1, 1, 1]"
241,-304.70464293291,-305.599806962983,-305.645701507905,-305.675743801534,-0.8951640300729764,-0.9410585749949972,-0.971100868623978,-0.0759368385510015,2.6833,48.15,-0.2505,-0.0381,0.2124,667.8025,86.08940000000003,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
242,-300.879450904868,-301.78698977,-301.829897095318,-301.861336868068,-0.9075388651319828,-0.950446190450009,-0.9818859632,-0.0743470980680172,5.1423,49.82,-0.2397,-0.0114,0.2283,621.2041,86.09340000000005,"[6, 6, 8, 7, 6, 7, 1, 1, 1, 1, 1, 1]"
243,-320.73160463824,-321.653587009577,-321.688864520998,-321.719813568765,-0.9219823713369806,-0.9572598827579668,-0.9882089305249906,-0.06622655918801,5.6602,45.18,-0.2511,-0.0298,0.2213,600.473,87.07750000000003,"[6, 6, 8, 7, 6, 8, 1, 1, 1, 1, 1]"
244,-320.715384796241,-321.634445839339,-321.672579572485,-321.703553945626,-0.9190610430979972,-0.9571947762440232,-0.988169149385044,-0.0691081062870466,0.9137,45.91,-0.2768,-0.0235,0.2533,633.5112,87.07750000000004,"[6, 6, 8, 8, 6, 7, 1, 1, 1, 1, 1]"
245,-316.893480774476,-317.825524587151,-317.858999069291,-317.890845501528,-0.9320438126749764,-0.965518294814956,-0.997364727052002,-0.0653209143770254,2.4787,46.25,-0.2336,-0.0146,0.2189,561.2611,87.08150000000002,"[7, 6, 7, 7, 6, 8, 1, 1, 1, 1, 1]"
246,-320.724602061026,-321.644140482705,-321.680742978247,-321.71110411772,-0.9195384216789648,-0.9561409172209778,-0.9865020566940076,-0.0669636350150426,3.7344,44.18,-0.2502,-0.0278,0.2223,637.4959,87.07750000000003,"[7, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1]"
247,-316.891970019729,-317.822192923918,-317.857043195317,-317.888388218423,-0.9302229041890088,-0.9650731755879748,-0.9964181986940162,-0.0661952945050075,5.2585,46.05,-0.2443,0.0042,0.2484,586.8385,87.08150000000003,"[7, 6, 8, 7, 6, 7, 1, 1, 1, 1, 1]"
248,-336.744391325919,-337.689247759033,-337.716409566895,-337.747328168802,-0.9448564331139552,-0.972018240975956,-1.0029368428830026,-0.0580804097690474,6.1119,41.58,-0.2548,-0.0128,0.242,566.0758,88.06560000000002,"[7, 6, 8, 7, 6, 8, 1, 1, 1, 1]"
249,-336.731109845342,-337.672759307924,-337.702368016339,-337.733020451708,-0.9416494625820064,-0.9712581709969754,-1.001910606365982,-0.0602611437839755,1.994,42.07,-0.2743,0.0024,0.2767,600.144,88.06560000000003,"[7, 6, 8, 8, 6, 7, 1, 1, 1, 1]"
250,-232.986398364438,-233.81196866192,-233.879807894752,-233.909383261089,-0.8255702974819883,-0.8934095303139884,-0.922984896651002,-0.0974145991690136,0.6828,62.17,-0.259,0.0553,0.3143,738.9549,82.14500000000005,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
251,-249.050558306251,-249.902089056752,-249.96261712454,-249.992856717717,-0.8515307505010128,-0.9120588182890116,-0.9422984114659982,-0.0907676609649854,3.9826,57.19,-0.3161,0.0346,0.3507,713.1432,83.13310000000006,"[6, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
252,-268.81077072392,-269.671277041825,-269.727237745892,-269.756238719998,-0.860506317905049,-0.9164670219720392,-0.9454679960780368,-0.0849616781729878,1.4348,54.82,-0.2622,0.0545,0.3167,692.7907,84.11720000000004,"[6, 6, 8, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
253,-284.872752512613,-285.759066012965,-285.807898107317,-285.837480071839,-0.8863135003520028,-0.9351455947040108,-0.9647275592260484,-0.0784140588740456,4.9064,50.45,-0.2866,0.0348,0.3214,674.7315,85.10530000000004,"[6, 6, 8, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1]"
254,-265.018796690009,-265.892841594006,-265.947932777613,-265.978750951366,-0.8740449039969462,-0.9291360876039788,-0.9599542613569838,-0.0859093573600375,4.0824,54.43,-0.2371,0.0217,0.2588,671.7683,84.12120000000004,"[6, 7, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1]"
255,-270.040015318678,-270.925665874708,-270.993112601868,-271.021495104552,-0.8856505560299865,-0.9530972831900044,-0.9814797858740008,-0.0958292298440142,2.7416,57.47,-0.2481,-0.0197,0.2284,750.1795,86.13300000000005,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
256,-286.059120523429,-286.968591809546,-287.026868993539,-287.056127362604,-0.9094712861170252,-0.9677484701099957,-0.9970068391750146,-0.0875355530579895,3.6603,54.8,-0.2484,0.0348,0.2832,684.3066,87.12110000000006,"[6, 6, 6, 7, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
257,-305.880996345699,-306.803362460185,-306.857029924619,-306.885976107449,-0.9223661144860102,-0.97603357892001,-1.0049797617500076,-0.0826136472639973,4.1216,51.48,-0.2748,0.0115,0.2863,712.2912,88.10520000000005,"[6, 6, 6, 8, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
258,-305.863900222015,-306.784661691882,-306.840373573981,-306.868226051603,-0.9207614698669886,-0.9764733519660354,-1.0043258295880264,-0.0835643597210378,3.3205,50.52,-0.2437,-0.0204,0.2232,730.3237,88.10520000000004,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
259,-286.013098530562,-286.92021599956,-286.982320097667,-287.011137942058,-0.907117468998024,-0.9692215671050236,-0.998039411495995,-0.090921942497971,2.7328,54.59,-0.2267,-0.0252,0.2016,722.1956,87.12110000000004,"[6, 7, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
260,-305.873141371552,-306.790229610442,-306.846210496211,-306.873693801753,-0.9170882388900168,-0.9730691246589912,-1.0005524302010258,-0.083464191311009,1.2601,50.08,-0.2458,-0.0111,0.2348,760.732,88.10520000000004,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
261,-270.053055379137,-270.935183400855,-271.00313182499,-271.031298892121,-0.8821280217180174,-0.9500764458530284,-0.9782435129840223,-0.0961154912660049,2.5426,57.31,-0.2415,-0.0071,0.2345,817.4605,86.13300000000005,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
262,-286.071347073996,-286.977753111008,-287.036487514947,-287.065005518204,-0.9064060370120046,-0.9651404409510178,-0.9936584442079948,-0.0872524071959901,3.4104,53.75,-0.243,0.0359,0.2789,778.0458,87.12110000000006,"[6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
263,-286.066424982366,-286.972002947457,-287.031040539171,-287.059914718404,-0.90557796509097,-0.964615556804972,-0.9934897360379864,-0.0879117709470165,3.4941,54.72,-0.2402,0.0381,0.2783,725.3315,87.12110000000004,"[6, 6, 7, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
264,-302.079232667289,-303.006351357968,-303.057921380589,-303.086447551728,-0.9271186906790376,-0.9786887133000164,-1.0072148844390083,-0.0800961937599709,3.5648,50.96,-0.2427,0.0598,0.3025,719.1944,88.10920000000004,"[6, 6, 7, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
265,-305.898082082074,-306.815145162397,-306.869758439252,-306.898106475547,-0.9170630803230324,-0.971676357178012,-1.0000243934730406,-0.0829613131500082,1.9371,50.66,-0.2654,0.0196,0.285,719.0142,88.10520000000004,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
266,-321.912685165314,-322.851484128779,-322.897983760143,-322.925967809245,-0.9387989634650468,-0.9852985948290324,-1.0132826439310063,-0.0744836804659598,2.4228,46.82,-0.2644,0.0591,0.3235,686.248,89.09330000000004,"[6, 6, 8, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1]"
267,-321.884512650708,-322.833397921377,-322.879353528494,-322.908437460233,-0.9488852706689954,-0.9948408777859754,-1.023924809524999,-0.0750395388560036,5.2128,46.17,-0.2494,0.0196,0.2691,624.3195,89.09330000000001,"[6, 7, 1, 1, 6, 6, 8, 8, 1, 1, 1, 1, 1]"
268,-305.852460123229,-306.767981807868,-306.825289154553,-306.853203975955,-0.9155216846390316,-0.9728290313240108,-1.000743852726032,-0.0852221680870002,3.6117,51.17,-0.2449,-0.0102,0.2347,743.2534,88.10520000000004,"[6, 8, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
269,-321.86953102133,-322.809439928091,-322.857606046286,-322.885907446526,-0.9399089067610475,-0.9880750249560036,-1.0163764251960288,-0.0764675184349812,4.2922,47.53,-0.2464,0.0274,0.2738,706.1403,89.09330000000004,"[6, 8, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1]"
270,-321.891965820325,-322.833076546023,-322.879922029421,-322.907682316001,-0.9411107256979676,-0.9879562090959552,-1.0157164956759743,-0.0746057699780067,2.1536,46.39,-0.2471,0.0327,0.2798,722.9054,89.09330000000004,"[7, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1]"
271,-321.807133130576,-322.760277380947,-322.802299320659,-322.832831091245,-0.9531442503709968,-0.9951661900830118,-1.0256979606689924,-0.0725537102979956,14.8809,54.51,-0.167,-0.0333,0.1338,714.9069,89.09330000000001,"[7, 1, 1, 1, 6, 6, 6, 8, 8, 1, 1, 1, 1]"
272,-271.202528208167,-272.111904119294,-272.18919085287,-272.21529584103,-0.9093759111270288,-0.9866626447030172,-1.0127676328630173,-0.1033917217359885,1.3839,60.25,-0.2613,0.0807,0.342,850.8528,88.14880000000007,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
273,-307.028993973213,-307.973502004226,-308.038818520262,-308.064415657162,-0.9445080310130152,-1.0098245470489928,-1.0354216839489825,-0.0909136529359671,0.18,53.18,-0.2583,0.0719,0.3302,802.5075,90.12100000000004,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
274,-235.383085909654,-236.257212188468,-236.346492857531,-236.3732256194,-0.8741262788140034,-0.9634069478769902,-0.9901397097459892,-0.1160134309319858,0.0898,67.45,-0.3042,0.0859,0.3901,906.7075,86.17660000000008,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
275,-271.209088702614,-272.11831718055,-272.195646829816,-272.221880423294,-0.9092284779359828,-0.986558127201988,-1.0127917206800134,-0.1035632427440305,1.3758,60.39,-0.2613,0.0739,0.3352,858.1408,88.14880000000007,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
276,-271.200578751921,-272.105677488409,-272.184463877978,-272.21087569989,-0.9050987364880144,-0.9838851260569754,-1.0102969479689818,-0.1051982114809675,0.9735,61.19,-0.2458,0.0875,0.3333,814.3456,88.14880000000007,"[6, 6, 8, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
277,-271.194102704351,-272.100447721707,-272.179037824966,-272.205439673959,-0.9063450173559886,-0.9849351206149776,-1.01133696960801,-0.1049919522520212,0.9451,61.01,-0.2508,0.0876,0.3384,817.8428,88.14880000000007,"[6, 8, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
278,-307.020126278854,-307.962152712667,-308.028670662036,-308.054585397549,-0.9420264338129982,-1.008544383182027,-1.034459118694997,-0.0924326848819987,2.2037,53.61,-0.2581,0.0777,0.3359,711.2834,90.12100000000004,"[6, 8, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
279,-304.712978383597,-305.608857736304,-305.654314303412,-305.684581519805,-0.895879352707027,-0.9413359198150032,-0.9716031362080456,-0.0757237835010187,0.0005,47.03,-0.2408,-0.0826,0.1582,581.337,86.08940000000003,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
280,-300.880600604138,-301.789637192816,-301.832051685743,-301.86363025004,-0.9090365886779636,-0.9514510816050006,-0.9830296459019792,-0.0739930572240155,1.9354,48.43,-0.2483,-0.0515,0.1968,562.5203,86.09340000000005,"[6, 6, 8, 6, 7, 7, 1, 1, 1, 1, 1, 1]"
281,-320.734775467383,-321.656688716275,-321.69203784556,-321.722844279108,-0.9219132488920536,-0.9572623781770062,-0.9880688117250428,-0.0661555628329892,1.1652,43.45,-0.2416,-0.0632,0.1784,547.5835,87.07750000000003,"[6, 6, 8, 6, 7, 8, 1, 1, 1, 1, 1]"
282,-336.722064249809,-337.671315070584,-337.695930999813,-337.728039973989,-0.949250820774978,-0.9738667500039924,-1.0059757241799616,-0.0567249034049837,8.5052,41.06,-0.2349,-0.0376,0.1973,506.6426,88.0656,"[7, 6, 7, 1, 1, 6, 8, 8, 1, 1]"
283,-336.758086080969,-337.706097091188,-337.731337102311,-337.762709754473,-0.9480110102189768,-0.97325102134198,-1.0046236735039995,-0.0566126632850227,0.0024,39.85,-0.2422,-0.0321,0.21,513.8164,88.06560000000003,"[7, 6, 8, 6, 7, 8, 1, 1, 1, 1]"
284,-270.051261412217,-270.9359123617,-271.003049479466,-271.031561336089,-0.8846509494829888,-0.9517880672489696,-0.9802999238719964,-0.0956489743890074,2.5905,56.8,-0.2389,-0.0081,0.2308,650.5524,86.13300000000005,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
285,-286.070870512379,-286.979710093946,-287.037610228263,-287.066470302477,-0.9088395815670084,-0.9667397158840458,-0.9955997900980263,-0.0867602085310181,3.4399,53.35,-0.2409,0.0371,0.278,617.1359,87.12110000000006,"[6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
286,-321.896064180056,-322.847298414394,-322.892211052059,-322.921422631329,-0.9512342343380168,-0.9961468720030098,-1.0253584512730072,-0.0741242169349902,5.0933,45.76,-0.251,0.0174,0.2683,578.6969,89.09330000000001,"[6, 6, 7, 1, 1, 1, 6, 8, 8, 1, 1, 1, 1]"
287,-305.876789582043,-306.798255418734,-306.85292848046,-306.88113301398,-0.9214658366910272,-0.9761388984169912,-1.0043434319370022,-0.082877595245975,2.9304,49.94,-0.263,-0.0258,0.2371,606.3478,88.10520000000004,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
288,-321.896223844997,-322.841699595878,-322.887358250211,-322.915842479761,-0.9454757508810304,-0.991134405213984,-1.019618634764015,-0.0741428838829847,4.1096,46.24,-0.26,0.0186,0.2786,574.3293,89.09330000000004,"[6, 6, 8, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1]"
289,-286.05080639772,-286.959439641041,-287.018157814882,-287.047658722758,-0.9086332433209918,-0.9673514171619786,-0.9968523250379916,-0.0882190817169998,3.5335,54.99,-0.2342,0.0354,0.2696,622.3344,87.12110000000004,"[6, 7, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
290,-302.064565299126,-302.994403129096,-303.045590751707,-303.074743018316,-0.9298378299699834,-0.9810254525809796,-1.0101777191899828,-0.0803398892199993,3.6689,50.94,-0.2306,0.0604,0.2909,591.7927,88.10920000000004,"[6, 7, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
